id,label
jet_877,0.033407483
jet_4950,0.36593065
jet_2484,0.28168792
jet_2288,0.32869658
jet_811,0.021915512
jet_248,0.023016099
jet_3298,0.022987707
jet_106,0.023333807
jet_279,0.625004
jet_1281,0.026245922
jet_2822,0.030802978
jet_4159,0.8132038
jet_5025,0.8973301
jet_3970,0.91688204
jet_333,0.021778818
jet_3064,0.015042637
jet_501,0.026183065
jet_2092,0.014722511
jet_3253,0.028093947
jet_1477,0.022616332
jet_4449,0.584078
jet_2547,0.016715877
jet_2841,0.04030117
jet_1158,0.021768095
jet_4668,0.9060625
jet_859,0.014863901
jet_2686,0.40454555
jet_4479,0.5843317
jet_3570,0.83613294
jet_1335,0.019434694
jet_3686,0.86792004
jet_2445,0.021052327
jet_2536,0.026660495
jet_2083,0.022312025
jet_1807,0.029487941
jet_2584,0.09231989
jet_3630,0.8846767
jet_4119,0.8331777
jet_296,0.03515061
jet_2100,0.029779453
jet_1784,0.017304223
jet_2394,0.013600395
jet_393,0.027871704
jet_1569,0.038176253
jet_681,0.035420496
jet_2722,0.013655615
jet_2357,0.018169368
jet_3924,0.80322933
jet_2329,0.3413105
jet_3347,0.8897012
jet_2895,0.026204744
jet_79,0.033014648
jet_742,0.02467292
jet_2653,0.01965658
jet_199,0.044555355
jet_4543,0.8520026
jet_5010,0.5637101
jet_429,0.02498687
jet_3558,0.79803264
jet_4853,0.9297615
jet_179,0.018860929
jet_65,0.61780965
jet_4281,0.9139065
jet_4860,0.83315146
jet_764,0.025976865
jet_2589,0.015950894
jet_5023,0.6288603
jet_4322,0.7658549
jet_881,0.024626296
jet_1168,0.022196308
jet_4506,0.47015446
jet_3040,0.56713235
jet_2170,0.02333303
jet_3737,0.74836236
jet_1912,0.015508925
jet_29,0.0524555
jet_584,0.06918194
jet_472,0.021159964
jet_491,0.019668732
jet_2974,0.020224636
jet_2121,0.025976865
jet_2877,0.031068934
jet_553,0.73307246
jet_798,0.017412005
jet_1170,0.017476203
jet_724,0.013952416
jet_2487,0.043812953
jet_1212,0.03414723
jet_1433,0.024939192
jet_3197,0.039111815
jet_1181,0.06163392
jet_23,0.39230624
jet_2259,0.016364856
jet_3988,0.8415803
jet_168,0.3448007
jet_3605,0.4007125
jet_1592,0.7777403
jet_2986,0.061014134
jet_4564,0.6552367
