id,label
jet_877,0.016975163
jet_4950,0.29355872
jet_2484,0.15403025
jet_2288,0.3686831
jet_811,0.008299346
jet_248,0.018968282
jet_3298,0.0057811593
jet_106,0.01013263
jet_279,0.40623984
jet_1281,0.014941288
jet_2822,0.011948369
jet_4159,0.7499218
jet_5025,0.96477157
jet_3970,0.92082775
jet_333,0.0060518263
jet_3064,0.0064858207
jet_501,0.017039526
jet_2092,0.0050678733
jet_3253,0.017827703
jet_1477,0.0077136634
jet_4449,0.6681034
jet_2547,0.0044165812
jet_2841,0.032193907
jet_1158,0.0130112525
jet_4668,0.9360611
jet_859,0.013168237
jet_2686,0.7333158
jet_4479,0.67537624
jet_3570,0.79052955
jet_1335,0.009469642
jet_3686,0.9696479
jet_2445,0.006316806
jet_2536,0.028104275
jet_2083,0.009962647
jet_1807,0.021459155
jet_2584,0.05548965
jet_3630,0.9541388
jet_4119,0.73785263
jet_296,0.021451706
jet_2100,0.034663744
jet_1784,0.006503367
jet_2394,0.0049824114
jet_393,0.03375823
jet_1569,0.011402573
jet_681,0.030205352
jet_2722,0.0053999503
jet_2357,0.008379871
jet_3924,0.962096
jet_2329,0.25858313
jet_3347,0.95897645
jet_2895,0.010347803
jet_79,0.025323013
jet_742,0.023952313
jet_2653,0.00614356
jet_199,0.0067077857
jet_4543,0.88039255
jet_5010,0.68350214
jet_429,0.01811572
jet_3558,0.8079005
jet_4853,0.9595885
jet_179,0.009385516
jet_65,0.40125197
jet_4281,0.9474799
jet_4860,0.781384
jet_764,0.022424549
jet_2589,0.005777211
jet_5023,0.7909139
jet_4322,0.94898176
jet_881,0.008597085
jet_1168,0.03357837
jet_4506,0.26954687
jet_3040,0.5327253
jet_2170,0.03526385
jet_3737,0.7965467
jet_1912,0.0102786245
jet_29,0.025551016
jet_584,0.01564666
jet_472,0.00978975
jet_491,0.0064345594
jet_2974,0.012832191
jet_2121,0.02362591
jet_2877,0.022478549
jet_553,0.39016977
jet_798,0.032310642
jet_1170,0.04433387
jet_724,0.005408603
jet_2487,0.033576492
jet_1212,0.039231747
jet_1433,0.01666815
jet_3197,0.033683263
jet_1181,0.054792248
jet_23,0.2563253
jet_2259,0.006319345
jet_3988,0.7799324
jet_168,0.15482011
jet_3605,0.43135875
jet_1592,0.7494826
jet_2986,0.060719043
jet_4564,0.56572944
jet_4221,0.9147176
jet_227,0.41243494
jet_1420,0.034150817
jet_4195,0.7944408
jet_2746,0.0393553
jet_1532,0.5523796
jet_3916,0.9537708
jet_4325,0.97197616
jet_842,0.02917301
jet_1305,0.0049360152
jet_240,0.82766765
jet_84,0.0053220256
jet_3164,0.17490616
jet_807,0.3501991
jet_4776,0.8746206
jet_2750,0.016517328
jet_1360,0.013609238
jet_705,0.039148614
jet_3912,0.8774571
jet_927,0.02072301
jet_746,0.0393553
jet_2459,0.0057257004
jet_157,0.010185568
jet_1330,0.77538884
jet_3257,0.013909683
jet_1270,0.01903289
jet_4398,0.6961287
jet_2992,0.32019657
jet_1038,0.0049109906
jet_4981,0.66558677
jet_3447,0.18950406
jet_763,0.006081205
jet_1444,0.01846332
jet_3805,0.95182633
jet_1593,0.009179965
jet_1041,0.011712312
jet_1103,0.030313263
jet_2119,0.08673161
jet_4231,0.685414
jet_1626,0.014442239
jet_3543,0.84538496
jet_3918,0.82575923
jet_2859,0.009693662
jet_3958,0.0393553
jet_4154,0.9419908
jet_2520,0.005431805
jet_4952,0.7095328
jet_4621,0.9501715
jet_3683,0.9634749
jet_3909,0.9544204
jet_1144,0.013496886
jet_4064,0.8365742
jet_4969,0.93393046
jet_1620,0.005125455
jet_4588,0.97082156
jet_1192,0.008099513
jet_1101,0.0393553
jet_1978,0.007924502
jet_4212,0.87007636
jet_422,0.57314754
jet_589,0.027358377
jet_2497,0.006855572
jet_2104,0.023396606
jet_657,0.523583
jet_2697,0.0058027604
jet_4050,0.7151237
jet_4256,0.80295265
jet_4882,0.8021462
jet_426,0.0071480935
jet_4280,0.9022248
jet_4819,0.92208993
jet_2907,0.010597439
jet_3184,0.038932726
jet_1769,0.008828751
jet_2656,0.098747484
jet_3409,0.96794856
jet_4985,0.96726245
jet_2753,0.01340149
jet_1943,0.811909
jet_1833,0.021933908
jet_8,0.005802174
jet_2927,0.015659135
jet_4140,0.96262115
jet_3360,0.8136669
jet_751,0.0053867414
jet_3130,0.0207864
jet_144,0.004585283
jet_670,0.0055944724
jet_2291,0.0057614865
jet_3066,0.032984227
jet_4295,0.009841178
jet_4180,0.9449025
jet_151,0.014181836
jet_3784,0.9434599
jet_3894,0.55884415
jet_2456,0.005978918
jet_1788,0.5212025
jet_2447,0.004106498
jet_4995,0.67338955
jet_4342,0.8616883
jet_3889,0.004316155
jet_561,0.7549241
jet_2432,0.028927889
jet_2881,0.0041058795
jet_3466,0.9678119
jet_416,0.94206864
jet_624,0.39377216
