id,label
jet_877,0.050478205
jet_4950,0.41500118
jet_2484,0.24564455
jet_2288,0.47312957
jet_811,0.01654024
jet_248,0.033068936
jet_3298,0.012115163
jet_106,0.020772856
jet_279,0.63073665
jet_1281,0.01003251
jet_2822,0.021997446
jet_4159,0.8404728
jet_5025,0.9091046
jet_3970,0.8930042
jet_333,0.011279796
jet_3064,0.009332562
jet_501,0.0317649
jet_2092,0.006978765
jet_3253,0.012839448
jet_1477,0.01368989
jet_4449,0.65657824
jet_2547,0.009628003
jet_2841,0.06385847
jet_1158,0.014174664
jet_4668,0.9389999
jet_859,0.007499911
jet_2686,0.3705956
jet_4479,0.6217366
jet_3570,0.89368916
jet_1335,0.017190907
jet_3686,0.8352887
jet_2445,0.008908819
jet_2536,0.037885014
jet_2083,0.020553423
jet_1807,0.014494511
jet_2584,0.032894276
jet_3630,0.9168585
jet_4119,0.90248084
jet_296,0.025545016
jet_2100,0.032888014
jet_1784,0.0099916095
jet_2394,0.009164577
jet_393,0.039267078
jet_1569,0.030042682
jet_681,0.03480214
jet_2722,0.0074316147
jet_2357,0.013706143
jet_3924,0.82832515
jet_2329,0.29149085
jet_3347,0.94195867
jet_2895,0.02090639
jet_79,0.03086982
jet_742,0.02074156
jet_2653,0.011640348
jet_199,0.01613129
jet_4543,0.9202334
jet_5010,0.47478458
jet_429,0.032866877
jet_3558,0.84509474
jet_4853,0.95247066
jet_179,0.013422533
jet_65,0.48260444
jet_4281,0.9261991
jet_4860,0.79010403
jet_764,0.03896109
jet_2589,0.006780279
jet_5023,0.7649516
jet_4322,0.87948483
jet_881,0.013107719
jet_1168,0.0129412515
jet_4506,0.50115955
jet_3040,0.40519133
jet_2170,0.015753116
jet_3737,0.90643716
jet_1912,0.00947242
jet_29,0.08630642
jet_584,0.036517717
jet_472,0.01068945
jet_491,0.010774972
jet_2974,0.01436721
jet_2121,0.03904176
jet_2877,0.018149352
jet_553,0.5903648
jet_798,0.017197305
jet_1170,0.017702064
jet_724,0.007247711
jet_2487,0.04006773
jet_1212,0.029854573
jet_1433,0.031524397
jet_3197,0.043221816
jet_1181,0.045293428
jet_23,0.29344395
jet_2259,0.008217851
jet_3988,0.7959757
jet_168,0.17597923
jet_3605,0.38106534
jet_1592,0.56502384
jet_2986,0.06444355
jet_4564,0.51211137
jet_4221,0.8086161
jet_227,0.312761
jet_1420,0.0403
jet_4195,0.8226666
jet_2746,0.060173813
jet_1532,0.37473837
jet_3916,0.9134001
jet_4325,0.9367527
jet_842,0.019425765
jet_1305,0.009018575
jet_240,0.8714795
jet_84,0.012997151
jet_3164,0.107220724
jet_807,0.25280932
jet_4776,0.7603639
jet_2750,0.037883807
jet_1360,0.022013202
jet_705,0.04922373
jet_3912,0.75214344
jet_927,0.03206455
jet_746,0.060173813
jet_2459,0.008774214
jet_157,0.016464176
jet_1330,0.8911223
jet_3257,0.016788425
jet_1270,0.03535033
jet_4398,0.6929787
jet_2992,0.26023215
jet_1038,0.015167174
jet_4981,0.6315328
jet_3447,0.2825366
jet_763,0.011534645
jet_1444,0.008426577
jet_3805,0.92796284
jet_1593,0.010035551
jet_1041,0.014371775
jet_1103,0.06281297
jet_2119,0.23516066
jet_4231,0.71134824
jet_1626,0.026209584
jet_3543,0.88801503
jet_3918,0.89262074
jet_2859,0.021720797
jet_3958,0.060173813
jet_4154,0.91711605
jet_2520,0.007884145
jet_4952,0.8120563
jet_4621,0.9102284
jet_3683,0.9475449
jet_3909,0.935108
jet_1144,0.02762297
jet_4064,0.8718129
jet_4969,0.93789566
jet_1620,0.010021756
jet_4588,0.9574197
jet_1192,0.018380255
jet_1101,0.060173813
jet_1978,0.019168358
jet_4212,0.8611524
jet_422,0.72756815
jet_589,0.018859733
jet_2497,0.009038178
jet_2104,0.036029037
jet_657,0.5285529
jet_2697,0.008840855
jet_4050,0.76737696
jet_4256,0.7826469
jet_4882,0.70274496
jet_426,0.009812541
jet_4280,0.8812661
jet_4819,0.85977244
jet_2907,0.019107452
jet_3184,0.06336684
jet_1769,0.012750235
jet_2656,0.16427752
jet_3409,0.92016864
jet_4985,0.96163636
jet_2753,0.016516833
jet_1943,0.84312236
jet_1833,0.018256977
jet_8,0.008954117
jet_2927,0.020443607
jet_4140,0.94755524
jet_3360,0.8703423
jet_751,0.01006832
jet_3130,0.012290583
jet_144,0.008082915
jet_670,0.007341899
jet_2291,0.007527819
jet_3066,0.059208665
jet_4295,0.00908679
jet_4180,0.8880087
jet_151,0.024514226
jet_3784,0.92377025
jet_3894,0.6572737
jet_2456,0.008813441
jet_1788,0.6435568
jet_2447,0.008211678
jet_4995,0.6640884
jet_4342,0.91159546
jet_3889,0.018233806
jet_561,0.7065278
jet_2432,0.019425765
jet_2881,0.008211678
jet_3466,0.96897954
jet_416,0.92814
jet_624,0.34428918
jet_3734,0.7793497
jet_1437,0.020772856
jet_2436,0.13199383
jet_3313,0.9059837
jet_2655,0.006420947
jet_4272,0.9857598
jet_2042,0.0066310856
jet_2845,0.8387335
jet_100,0.7114976
jet_3096,0.049250744
jet_3669,0.7691527
jet_3845,0.7749385
jet_2225,0.3864646
jet_555,0.014518889
jet_4826,0.91531914
jet_676,0.035607383
jet_3418,0.8028462
jet_2407,0.0084801335
jet_4023,0.9149631
jet_4125,0.8028025
jet_4088,0.96506137
jet_3078,0.8242239
jet_1499,0.009791312
jet_907,0.021438472
jet_468,0.03480214
jet_2644,0.011827458
jet_4916,0.9555179
jet_2233,0.025343264
jet_485,0.027930265
jet_3340,0.9134763
jet_486,0.011568717
jet_3950,0.9087052
jet_3838,0.9016697
jet_297,0.02665659
jet_1971,0.034760535
jet_228,0.009539334
jet_4907,0.40814868
jet_3938,0.9222945
jet_3285,0.060173813
jet_2086,0.109947026
jet_3959,0.9602851
jet_3326,0.93703103
jet_1654,0.013602366
jet_4697,0.6114643
jet_1859,0.011775545
jet_33,0.23028342
jet_2820,0.19368063
jet_3439,0.9133466
jet_2836,0.010688245
jet_414,0.4553979
jet_1684,0.010102602
jet_1519,0.014105594
jet_465,0.8603011
jet_1907,0.04069652
jet_230,0.22989237
jet_2648,0.012356689
jet_1010,0.038914587
jet_2498,0.008107055
jet_4870,0.72730064
jet_4745,0.7686871
jet_1835,0.011687533
jet_2998,0.013663781
jet_4755,0.9552001
jet_805,0.008748725
jet_2555,0.012055427
jet_1115,0.036956277
jet_626,0.014045066
jet_2145,0.09662396
jet_1614,0.04721699
jet_3249,0.0070230593
jet_4687,0.92506623
jet_4110,0.74265456
jet_828,0.060173813
jet_4578,0.9737723
jet_1344,0.009065132
jet_911,0.05595322
jet_4343,0.9309905
jet_1197,0.008154544
jet_691,0.01436721
jet_1623,0.72385913
jet_3497,0.23639071
jet_889,0.023338024
jet_149,0.0073642707
jet_776,0.023377482
jet_1292,0.060173813
jet_3010,0.8632221
jet_12,0.53371716
jet_1231,0.8242795
jet_4054,0.8754407
jet_3161,0.017879793
jet_1173,0.025939478
jet_4691,0.88604367
jet_497,0.006895738
jet_3050,0.010229669
jet_3399,0.18468332
jet_3968,0.91495824
jet_4615,0.6966405
jet_1501,0.008154008
jet_4340,0.6741368
jet_2727,0.01593638
jet_2005,0.0136562055
jet_4269,0.8779128
jet_3393,0.8555244
jet_2323,0.020517781
jet_1471,0.060173813
jet_711,0.74332184
jet_4345,0.89359
jet_4001,0.902125
jet_1697,0.39821425
jet_3953,0.9232026
jet_4041,0.8733121
jet_544,0.019605545
jet_599,0.013236896
